timestamp,user_id,user_role,ip_address,geo_location,device_type,os,login_status,failed_attempts,session_duration_sec,accessed_resource,data_transfer_mb,request_frequency,unusual_time_access,vpn_used,threat_signature,risk_score,label
2026-04-19 06:26:42.816559,U1964,guest,50.213.209.79,Pune-India,desktop,iOS,failed,14,49,api_gateway,114.69,111,1,yes,brute_force,100,anomaly
2026-04-19 06:38:48.816559,U7861,admin,73.16.168.142,Berlin-Germany,server,Linux,failed,0,72,payment_system,6.85,6,0,yes,normal,24,normal
2026-04-19 06:35:57.816559,U6688,admin,165.160.213.75,Pune-India,mobile,Linux,failed,0,448,api_gateway,5.84,8,1,no,normal,25,normal
2026-04-19 06:20:56.816559,U9391,employee,131.7.241.107,Pune-India,desktop,Windows,failed,2,481,payment_system,19.37,17,0,no,normal,22,normal
2026-04-19 06:30:09.816559,U1272,employee,83.213.122.49,Mumbai-India,mobile,Windows,failed,2,503,db_server,2.53,12,1,yes,normal,56,normal
2026-04-19 06:36:24.816559,U5621,admin,129.217.153.100,Berlin-Germany,server,Windows,success,0,555,payment_system,13.07,30,0,no,normal,17,normal
2026-04-19 06:39:38.816559,U7357,employee,92.128.255.133,Delhi-India,desktop,iOS,success,1,189,internal_dashboard,1.62,11,0,no,normal,10,normal
2026-04-19 06:18:06.816559,U3697,guest,147.99.64.164,Tokyo-Japan,mobile,Windows,success,1,526,payment_system,9.32,11,1,no,normal,32,normal
2026-04-19 06:21:16.816559,U8485,employee,166.201.124.109,Berlin-Germany,server,Android,success,0,494,payment_system,11.98,19,0,yes,normal,31,normal
2026-04-19 06:21:20.816559,U5062,employee,22.24.54.101,Pune-India,mobile,Android,success,0,585,user_data,11.08,21,0,no,normal,12,normal
2026-04-19 06:37:09.816559,U6532,employee,74.182.29.72,Pune-India,mobile,Linux,success,2,365,api_gateway,10.22,13,0,no,normal,18,normal
2026-04-19 06:21:28.816559,U2335,guest,115.164.157.191,Tokyo-Japan,desktop,Linux,failed,14,47,api_gateway,54.99,124,1,yes,sql_injection,100,anomaly
2026-04-19 06:11:59.816559,U8051,guest,212.102.102.80,Tokyo-Japan,mobile,iOS,success,2,303,db_server,2.01,16,0,yes,normal,38,normal
2026-04-19 06:40:48.816559,U8660,employee,10.58.4.200,Mumbai-India,server,Android,failed,0,190,api_gateway,5.45,20,1,no,normal,31,normal
2026-04-19 06:34:32.816559,U9439,guest,17.143.99.83,Berlin-Germany,desktop,iOS,failed,2,347,db_server,2.08,18,0,no,normal,19,normal
2026-04-19 06:12:02.816559,U8387,guest,102.123.5.182,Pune-India,desktop,Windows,failed,12,42,internal_dashboard,180.19,140,1,yes,sql_injection,100,anomaly
2026-04-19 06:41:18.816559,U3314,employee,194.197.11.221,Pune-India,desktop,iOS,success,0,364,internal_dashboard,7.0,20,1,yes,normal,51,normal
2026-04-19 06:18:36.816559,U7779,admin,181.5.92.235,Tokyo-Japan,mobile,Android,success,2,142,api_gateway,17.42,12,0,no,normal,19,normal
2026-04-19 06:25:13.816559,U5631,admin,145.235.9.187,Berlin-Germany,server,Linux,success,1,285,user_data,9.69,28,0,no,normal,20,normal
2026-04-19 06:25:18.816559,U9433,guest,1.144.219.178,Berlin-Germany,desktop,Linux,success,2,246,payment_system,5.98,13,1,yes,normal,57,normal
2026-04-19 06:35:20.816559,U7302,admin,240.253.158.15,Tokyo-Japan,desktop,Linux,success,0,146,db_server,7.42,5,1,no,normal,23,normal
2026-04-19 06:12:08.816559,U1081,admin,78.46.6.69,Delhi-India,desktop,Windows,success,2,335,db_server,7.26,16,0,no,normal,19,normal
2026-04-19 06:22:12.816559,U2924,admin,36.191.17.27,Mumbai-India,mobile,iOS,success,2,206,api_gateway,17.2,9,1,no,normal,37,normal
2026-04-19 06:12:10.816559,U6073,guest,157.171.189.32,Berlin-Germany,mobile,Android,success,1,451,db_server,6.83,22,0,yes,normal,37,normal
2026-04-19 06:42:38.816559,U2093,guest,233.183.1.80,Delhi-India,desktop,Windows,success,0,442,db_server,11.51,20,1,no,normal,32,normal
2026-04-19 06:36:00.816559,U7278,admin,140.21.17.226,Pune-India,desktop,iOS,success,0,456,db_server,3.48,12,1,yes,normal,46,normal
2026-04-19 06:36:08.816559,U8455,guest,53.227.115.126,NY-USA,server,iOS,success,2,176,api_gateway,10.95,8,1,yes,normal,56,normal
2026-04-19 06:36:16.816559,U1228,employee,125.162.28.23,Pune-India,mobile,Windows,success,1,452,api_gateway,2.73,15,0,no,normal,13,normal
2026-04-19 06:22:36.816559,U6115,employee,133.36.238.103,Delhi-India,desktop,Android,success,0,579,internal_dashboard,5.24,20,0,yes,normal,31,normal
2026-04-19 06:15:44.816559,U7110,employee,115.226.30.34,Delhi-India,desktop,Android,success,1,588,api_gateway,16.09,17,1,no,normal,36,normal
2026-04-19 06:26:13.816559,U4710,guest,62.86.78.230,Tokyo-Japan,server,Android,success,0,105,db_server,2.98,13,1,yes,normal,47,normal
2026-04-19 06:36:48.816559,U6259,employee,103.73.36.55,Berlin-Germany,mobile,Android,success,1,140,db_server,11.52,11,1,no,normal,32,normal
2026-04-19 06:33:25.816559,U9869,employee,236.56.46.137,NY-USA,mobile,Linux,failed,15,49,internal_dashboard,462.5,87,1,yes,brute_force,100,anomaly
2026-04-19 06:30:00.816559,U2817,admin,131.8.61.173,Tokyo-Japan,mobile,Windows,failed,9,43,payment_system,308.87,119,1,yes,brute_force,100,anomaly
2026-04-19 06:15:54.816559,U8147,admin,25.147.137.191,Tokyo-Japan,mobile,Windows,failed,1,343,payment_system,4.65,16,0,no,normal,13,normal
2026-04-19 06:40:54.816559,U9444,admin,220.24.252.69,Mumbai-India,desktop,iOS,success,2,310,api_gateway,8.74,8,0,yes,normal,35,normal
2026-04-19 06:30:18.816559,U8025,employee,22.254.185.170,Tokyo-Japan,mobile,Linux,failed,12,6,db_server,193.99,144,1,yes,sql_injection,100,anomaly
2026-04-19 06:26:48.816559,U8747,employee,195.78.111.133,NY-USA,server,Linux,success,0,199,internal_dashboard,13.4,30,1,no,normal,37,normal
2026-04-19 06:16:02.816559,U2893,employee,183.176.48.56,NY-USA,mobile,Linux,failed,12,18,user_data,324.63,74,1,yes,sql_injection,100,anomaly
2026-04-19 06:41:30.816559,U6479,admin,50.142.107.225,Mumbai-India,server,Android,failed,10,55,db_server,253.88,144,1,yes,brute_force,100,anomaly
2026-04-19 06:23:24.816559,U6069,admin,81.77.194.64,Delhi-India,mobile,Android,success,0,423,payment_system,8.64,26,0,no,normal,14,normal
2026-04-19 06:41:48.816559,U9540,guest,42.177.163.135,Berlin-Germany,mobile,Android,success,0,157,db_server,15.64,26,0,no,normal,16,normal
2026-04-19 06:12:29.816559,U4860,admin,191.153.120.181,Berlin-Germany,desktop,Android,success,1,262,db_server,16.87,9,1,yes,normal,52,normal
2026-04-19 06:27:18.816559,U7531,employee,238.78.123.239,Delhi-India,desktop,iOS,failed,0,394,payment_system,11.82,23,1,no,normal,33,normal
2026-04-19 06:45:58.816559,U8842,admin,143.236.215.237,Delhi-India,desktop,Linux,failed,15,51,payment_system,157.3,118,1,yes,brute_force,100,anomaly
2026-04-19 06:16:16.816559,U7741,admin,9.225.24.233,Pune-India,desktop,iOS,success,1,427,api_gateway,11.8,18,1,no,normal,36,normal
2026-04-19 06:35:03.816559,U4008,employee,103.4.158.14,Berlin-Germany,mobile,Android,success,0,275,db_server,15.94,29,0,no,normal,17,normal
2026-04-19 06:35:10.816559,U6938,admin,3.228.199.70,NY-USA,desktop,Linux,failed,0,277,api_gateway,8.91,26,0,yes,normal,34,normal
2026-04-19 06:31:30.816559,U6546,employee,85.200.177.149,NY-USA,desktop,Android,success,2,329,internal_dashboard,5.08,25,1,no,normal,43,normal
2026-04-19 06:24:00.816559,U1639,admin,224.112.143.149,Tokyo-Japan,mobile,iOS,failed,2,491,internal_dashboard,16.69,18,0,no,normal,22,normal
2026-04-19 06:43:09.816559,U7903,employee,23.100.136.139,Mumbai-India,server,Linux,success,0,460,api_gateway,7.52,30,0,no,normal,16,normal
2026-04-19 06:47:08.816559,U5083,admin,220.155.147.38,Delhi-India,server,Windows,failed,0,303,payment_system,3.86,15,1,no,normal,28,normal
2026-04-19 06:31:54.816559,U7635,admin,30.178.115.76,Berlin-Germany,desktop,Windows,failed,2,259,db_server,15.06,9,1,no,normal,37,normal
2026-04-19 06:24:16.816559,U9308,guest,169.123.196.139,Pune-India,server,iOS,success,0,436,user_data,8.87,26,1,yes,normal,54,normal
2026-04-19 06:16:34.816559,U4571,admin,168.189.168.186,Berlin-Germany,mobile,Linux,failed,5,19,user_data,60.19,107,1,yes,brute_force,100,anomaly
2026-04-19 06:40:00.816559,U4938,guest,210.152.86.20,Mumbai-India,mobile,iOS,failed,1,67,payment_system,3.62,5,0,yes,normal,28,normal
2026-04-19 06:36:13.816559,U2078,admin,121.106.33.236,NY-USA,desktop,iOS,success,2,182,db_server,8.31,20,0,no,normal,21,normal
2026-04-19 06:44:12.816559,U5897,admin,233.121.43.129,Tokyo-Japan,mobile,Linux,success,1,369,user_data,6.0,22,1,no,normal,37,normal
2026-04-19 06:28:33.816559,U8046,admin,27.54.173.120,Tokyo-Japan,desktop,Windows,failed,7,37,internal_dashboard,76.88,198,1,yes,brute_force,100,anomaly
2026-04-19 06:36:34.816559,U5455,employee,168.145.136.140,Pune-India,desktop,iOS,success,2,62,db_server,15.73,26,0,no,normal,26,normal
2026-04-19 06:48:38.816559,U6854,admin,59.217.5.24,Delhi-India,desktop,iOS,failed,12,26,payment_system,257.1,77,1,yes,brute_force,100,anomaly
2026-04-19 06:24:48.816559,U3189,admin,158.138.168.175,Pune-India,desktop,Linux,success,0,167,internal_dashboard,15.0,26,0,no,normal,16,normal
2026-04-19 06:40:56.816559,U4414,admin,24.62.107.219,Delhi-India,mobile,Android,success,1,451,api_gateway,16.67,30,0,no,normal,23,normal
2026-04-19 06:45:06.816559,U9844,admin,183.106.142.1,NY-USA,desktop,Android,failed,2,529,user_data,19.39,29,0,yes,normal,48,normal
2026-04-19 06:25:00.816559,U8189,admin,62.102.243.203,NY-USA,desktop,Linux,success,1,310,payment_system,4.59,7,0,yes,normal,29,normal
2026-04-19 06:16:56.816559,U7176,guest,130.51.220.141,Berlin-Germany,mobile,Linux,failed,6,18,payment_system,109.63,155,1,yes,brute_force,100,anomaly
2026-04-19 06:12:53.816559,U4408,admin,32.29.175.152,Delhi-India,desktop,Android,failed,0,310,api_gateway,14.51,11,0,no,normal,8,normal
2026-04-19 06:17:00.816559,U5934,admin,209.124.19.129,Mumbai-India,mobile,Android,failed,1,71,internal_dashboard,7.19,19,0,no,normal,15,normal
2026-04-19 06:29:23.816559,U7505,admin,162.101.67.75,Tokyo-Japan,mobile,iOS,failed,1,532,payment_system,7.83,17,0,no,normal,15,normal
2026-04-19 06:29:28.816559,U8539,guest,208.174.168.30,Pune-India,desktop,Android,success,2,132,user_data,13.3,10,1,yes,normal,57,normal
2026-04-19 06:50:18.816559,U5248,guest,172.219.72.213,Mumbai-India,mobile,Android,success,1,260,payment_system,2.18,6,0,no,normal,8,normal
2026-04-19 06:46:18.816559,U6515,admin,193.251.159.7,NY-USA,server,Windows,failed,1,77,api_gateway,19.76,27,0,no,normal,22,normal
2026-04-19 06:42:16.816559,U1179,employee,50.147.254.6,Tokyo-Japan,mobile,Linux,failed,0,370,internal_dashboard,1.4,29,1,no,normal,34,normal
2026-04-19 06:46:36.816559,U5325,admin,234.246.34.7,Berlin-Germany,mobile,Linux,failed,0,152,db_server,14.93,18,0,yes,normal,31,normal
2026-04-19 06:13:01.816559,U3522,admin,164.12.77.98,NY-USA,server,Android,failed,0,259,payment_system,9.34,20,1,no,normal,31,normal
2026-04-19 06:38:26.816559,U3477,employee,200.114.180.109,NY-USA,mobile,Windows,failed,6,42,payment_system,201.0,100,1,yes,brute_force,100,anomaly
2026-04-19 06:21:33.816559,U4433,admin,214.61.253.240,Pune-India,mobile,Linux,failed,1,554,api_gateway,10.66,24,1,no,normal,39,normal
2026-04-19 06:42:56.816559,U8895,guest,10.77.131.233,Tokyo-Japan,server,iOS,failed,1,417,internal_dashboard,19.79,13,0,yes,normal,35,normal
2026-04-19 06:47:21.816559,U6671,admin,147.142.155.201,Berlin-Germany,server,Windows,success,0,404,user_data,7.26,10,1,yes,normal,46,normal
2026-04-19 06:17:24.816559,U8933,employee,20.46.114.2,Berlin-Germany,desktop,Linux,success,2,318,user_data,1.97,11,0,no,normal,15,normal
2026-04-19 06:13:07.816559,U6731,employee,27.0.72.111,Pune-India,desktop,Android,success,1,303,api_gateway,8.49,30,0,yes,normal,41,normal
2026-04-19 06:21:48.816559,U6396,admin,231.149.185.191,Tokyo-Japan,server,Windows,failed,1,106,internal_dashboard,7.15,5,0,yes,normal,28,normal
2026-04-19 06:30:33.816559,U6396,employee,149.17.255.32,Berlin-Germany,mobile,Windows,success,2,419,internal_dashboard,18.57,30,0,yes,normal,48,normal
2026-04-19 06:17:32.816559,U1073,admin,145.191.229.97,Berlin-Germany,server,iOS,success,2,448,api_gateway,16.13,23,1,no,normal,44,normal
2026-04-19 06:17:34.816559,U4198,admin,217.207.83.51,Berlin-Germany,mobile,Windows,failed,9,9,db_server,313.03,131,1,yes,sql_injection,100,anomaly
2026-04-19 06:44:00.816559,U7861,admin,187.17.130.114,Pune-India,server,Windows,success,2,65,payment_system,7.01,10,1,no,normal,36,normal
2026-04-19 06:17:38.816559,U5782,employee,196.254.222.120,Pune-India,mobile,Windows,failed,12,37,user_data,261.35,73,1,yes,malware,100,anomaly
2026-04-19 06:44:16.816559,U9832,admin,168.172.232.34,NY-USA,desktop,Linux,success,0,277,db_server,12.2,26,1,no,normal,35,normal
2026-04-19 06:35:30.816559,U4540,guest,160.193.151.234,Tokyo-Japan,server,Android,failed,2,248,api_gateway,16.48,27,0,no,normal,26,normal
2026-04-19 06:53:28.816559,U8139,guest,138.179.241.241,Berlin-Germany,server,Android,success,1,217,payment_system,17.44,29,1,no,normal,42,normal
2026-04-19 06:22:15.816559,U8154,guest,75.170.247.200,Mumbai-India,desktop,Android,failed,14,19,user_data,483.14,91,1,yes,malware,100,anomaly
2026-04-19 06:13:18.816559,U3044,admin,249.223.234.55,Mumbai-India,server,Windows,failed,2,225,db_server,3.91,6,0,yes,normal,33,normal
2026-04-19 06:53:58.816559,U7626,employee,156.254.164.154,Mumbai-India,desktop,iOS,failed,2,294,internal_dashboard,16.76,9,1,yes,normal,57,normal
2026-04-19 06:13:20.816559,U3877,employee,87.7.30.150,Delhi-India,server,iOS,success,2,216,api_gateway,12.73,26,1,no,normal,45,normal
2026-04-19 06:31:33.816559,U2302,employee,74.154.224.123,Pune-India,desktop,Linux,success,2,591,internal_dashboard,2.48,25,1,no,normal,42,normal
2026-04-19 06:36:12.816559,U4009,admin,223.116.117.189,Tokyo-Japan,desktop,Linux,success,2,472,internal_dashboard,5.03,8,1,no,normal,35,normal
2026-04-19 06:54:38.816559,U1408,admin,62.6.219.187,Delhi-India,desktop,Android,success,0,176,payment_system,18.82,23,1,no,normal,35,normal
2026-04-19 06:27:12.816559,U8388,guest,249.252.110.178,NY-USA,desktop,Android,success,2,321,api_gateway,6.7,13,0,no,normal,17,normal
2026-04-19 06:22:39.816559,U5627,guest,25.179.110.147,Delhi-India,server,iOS,success,0,473,user_data,9.32,24,0,no,normal,13,normal
2026-04-19 06:41:14.816559,U1777,admin,159.224.223.208,Berlin-Germany,server,Android,failed,2,461,user_data,6.13,19,1,no,normal,40,normal
2026-04-19 06:55:18.816559,U6838,employee,34.233.97.128,Tokyo-Japan,mobile,iOS,success,2,454,api_gateway,6.81,25,0,no,normal,23,normal
2026-04-19 06:50:48.816559,U9906,admin,20.192.33.40,NY-USA,desktop,Linux,failed,7,59,db_server,235.69,75,1,yes,sql_injection,100,anomaly
2026-04-19 06:50:57.816559,U7023,guest,26.189.87.241,Tokyo-Japan,mobile,iOS,success,2,311,user_data,7.03,24,0,yes,normal,43,normal
2026-04-19 06:51:06.816559,U5823,admin,58.55.13.77,Mumbai-India,desktop,iOS,success,0,454,api_gateway,4.61,9,0,no,normal,5,normal
2026-04-19 06:46:32.816559,U4739,guest,52.235.149.124,Tokyo-Japan,server,iOS,success,0,369,payment_system,8.96,10,0,yes,normal,26,normal
2026-04-19 06:51:24.816559,U7094,admin,240.102.209.147,Pune-India,server,iOS,success,0,220,internal_dashboard,16.12,12,0,no,normal,9,normal
2026-04-19 06:32:33.816559,U7202,guest,138.192.45.179,Tokyo-Japan,mobile,Android,success,0,379,payment_system,18.26,5,0,no,normal,6,normal
2026-04-19 06:56:28.816559,U8598,employee,148.157.18.168,Mumbai-India,desktop,Linux,success,1,270,db_server,1.46,28,1,no,normal,39,normal
2026-04-19 06:51:51.816559,U3668,guest,98.45.123.27,Tokyo-Japan,mobile,iOS,failed,11,16,db_server,377.2,76,1,yes,malware,100,anomaly
2026-04-19 06:37:36.816559,U3105,employee,147.122.245.92,Berlin-Germany,desktop,Linux,failed,9,9,db_server,435.09,77,1,yes,malware,100,anomaly
2026-04-19 06:37:42.816559,U8853,employee,161.55.205.179,Mumbai-India,desktop,Linux,success,0,209,db_server,3.36,10,0,no,normal,5,normal
2026-04-19 06:23:18.816559,U6278,guest,186.135.13.163,Mumbai-India,desktop,Linux,failed,0,231,api_gateway,5.09,23,0,no,normal,12,normal
2026-04-19 06:33:03.816559,U7125,guest,31.94.133.175,NY-USA,server,Linux,failed,0,490,user_data,13.14,10,1,no,normal,27,normal
2026-04-19 06:33:08.816559,U3608,employee,120.58.108.165,Tokyo-Japan,desktop,Android,failed,2,282,api_gateway,1.5,7,0,yes,normal,33,normal
2026-04-19 06:13:41.816559,U2511,admin,111.100.37.110,Delhi-India,desktop,Linux,failed,0,590,internal_dashboard,2.01,10,0,no,normal,5,normal
2026-04-19 06:18:36.816559,U2610,employee,138.34.24.28,Delhi-India,server,Windows,success,0,366,internal_dashboard,15.93,29,1,yes,normal,57,normal
2026-04-19 06:28:28.816559,U6935,admin,169.145.0.168,Berlin-Germany,mobile,iOS,failed,2,562,internal_dashboard,13.49,12,0,no,normal,18,normal
2026-04-19 06:23:36.816559,U5009,guest,221.228.75.151,NY-USA,desktop,Windows,success,0,375,payment_system,19.19,10,0,yes,normal,28,normal
2026-04-19 06:43:27.816559,U2743,employee,229.8.76.214,Delhi-India,desktop,Windows,success,1,445,user_data,19.7,11,1,no,normal,34,normal
2026-04-19 06:18:44.816559,U3098,guest,144.26.231.59,Mumbai-India,server,Android,failed,0,573,db_server,7.96,14,1,no,normal,28,normal
2026-04-19 06:13:47.816559,U3443,employee,40.20.219.78,Pune-India,server,Windows,success,2,515,db_server,13.92,17,1,no,normal,41,normal
2026-04-19 06:13:48.816559,U2380,employee,99.169.233.9,Tokyo-Japan,server,Linux,success,2,437,api_gateway,17.7,28,0,no,normal,27,normal
2026-04-19 06:38:54.816559,U9232,admin,100.170.246.222,Delhi-India,desktop,Android,failed,12,24,internal_dashboard,377.37,113,1,yes,sql_injection,100,anomaly
2026-04-19 06:23:54.816559,U7639,employee,216.180.106.121,Tokyo-Japan,server,iOS,success,2,133,db_server,14.4,12,0,no,normal,18,normal
2026-04-19 06:39:06.816559,U1678,guest,169.61.46.50,NY-USA,server,Linux,failed,0,538,payment_system,16.86,15,0,no,normal,10,normal
2026-04-19 06:24:00.816559,U1094,admin,103.130.101.186,Pune-India,mobile,Windows,failed,2,252,user_data,17.18,17,0,yes,normal,41,normal
2026-04-19 06:44:23.816559,U4986,employee,49.101.184.145,Berlin-Germany,mobile,Windows,success,2,219,user_data,3.19,8,0,no,normal,14,normal
2026-04-19 06:29:12.816559,U7764,employee,102.77.129.91,Pune-India,mobile,iOS,success,0,138,user_data,17.6,15,1,yes,normal,51,normal
2026-04-19 06:39:30.816559,U1738,guest,7.250.51.89,Pune-India,mobile,Android,success,2,471,db_server,3.04,20,1,yes,normal,60,normal
2026-04-19 06:29:20.816559,U2961,employee,147.93.60.209,Tokyo-Japan,mobile,Android,success,2,508,internal_dashboard,16.9,7,1,yes,normal,56,normal
2026-04-19 06:39:42.816559,U3153,employee,96.57.213.151,Mumbai-India,server,Android,failed,10,6,internal_dashboard,178.81,93,1,yes,malware,100,anomaly
2026-04-19 06:50:08.816559,U5300,guest,66.191.119.233,Pune-India,mobile,Windows,failed,6,25,db_server,393.89,83,1,yes,malware,100,anomaly
2026-04-19 06:45:05.816559,U8681,guest,247.170.174.239,Pune-India,desktop,Android,failed,1,462,internal_dashboard,18.54,28,0,no,normal,22,normal
2026-04-19 06:14:00.816559,U7492,guest,39.4.129.251,Tokyo-Japan,desktop,Linux,success,0,248,payment_system,5.01,9,0,no,normal,5,normal
2026-04-19 06:29:40.816559,U3053,employee,184.167.114.103,Berlin-Germany,mobile,Android,success,1,134,payment_system,17.89,28,1,no,normal,42,normal
2026-04-19 06:29:44.816559,U4462,admin,249.202.103.57,Mumbai-India,desktop,Linux,success,1,207,db_server,12.01,7,0,no,normal,10,normal
2026-04-19 06:29:48.816559,U9804,admin,103.8.185.107,NY-USA,desktop,Windows,failed,15,17,user_data,429.18,190,1,yes,malware,100,anomaly
2026-04-19 06:45:40.816559,U4885,guest,64.81.183.40,NY-USA,mobile,Android,success,1,541,db_server,3.21,21,0,no,normal,16,normal
2026-04-19 06:51:04.816559,U6264,admin,157.238.25.206,Delhi-India,server,Android,failed,0,238,db_server,7.07,15,0,no,normal,8,normal
2026-04-19 06:24:42.816559,U3344,admin,110.18.158.176,Tokyo-Japan,server,Android,failed,15,11,db_server,464.2,144,1,yes,brute_force,100,anomaly
2026-04-19 06:56:39.816559,U4357,employee,227.160.151.15,Delhi-India,mobile,Linux,failed,0,550,internal_dashboard,19.99,15,1,no,normal,31,normal
2026-04-19 06:19:28.816559,U2117,employee,215.133.1.65,Pune-India,desktop,Linux,success,2,276,db_server,10.37,6,1,yes,normal,55,normal
2026-04-19 06:46:15.816559,U8752,employee,239.176.244.2,Pune-India,server,Android,success,1,191,user_data,14.1,7,0,yes,normal,31,normal
2026-04-19 06:19:32.816559,U5023,admin,34.227.196.239,Tokyo-Japan,desktop,Android,failed,1,177,api_gateway,18.44,20,0,no,normal,18,normal
2026-04-19 06:57:15.816559,U2736,employee,86.31.138.48,Delhi-India,mobile,Windows,failed,0,388,api_gateway,4.27,16,0,no,normal,8,normal
2026-04-19 07:02:48.816559,U2521,guest,179.33.125.141,Delhi-India,mobile,iOS,failed,2,488,payment_system,8.28,11,1,no,normal,37,normal
2026-04-19 06:35:53.816559,U3370,admin,100.3.17.8,Delhi-India,server,Linux,failed,0,398,internal_dashboard,6.88,12,0,no,normal,7,normal
2026-04-19 06:14:14.816559,U9415,admin,202.225.132.187,Pune-India,server,Windows,success,1,264,user_data,10.48,9,0,yes,normal,31,normal
2026-04-19 06:30:36.816559,U6480,guest,183.208.132.205,Delhi-India,desktop,Linux,failed,1,452,db_server,11.28,29,1,yes,normal,61,normal
2026-04-19 06:14:16.816559,U1154,employee,245.10.236.227,Mumbai-India,server,Android,failed,2,209,internal_dashboard,18.73,16,0,yes,normal,41,normal
2026-04-19 06:30:44.816559,U2820,admin,172.0.86.46,Pune-India,mobile,iOS,success,1,556,db_server,19.42,22,0,yes,normal,39,normal
2026-04-19 06:58:18.816559,U6190,employee,41.47.38.218,Delhi-India,desktop,Android,success,2,292,api_gateway,18.21,5,1,no,normal,36,normal
2026-04-19 06:25:21.816559,U6169,employee,70.128.22.117,NY-USA,server,iOS,success,1,537,user_data,16.82,12,0,yes,normal,34,normal
2026-04-19 06:47:32.816559,U8575,admin,12.43.115.111,Tokyo-Japan,mobile,Android,success,1,177,api_gateway,3.92,8,0,yes,normal,29,normal
2026-04-19 06:36:33.816559,U9000,admin,235.36.206.174,Delhi-India,desktop,Windows,success,0,557,api_gateway,17.82,7,1,no,normal,27,normal
2026-04-19 07:04:28.816559,U8233,employee,188.184.121.54,NY-USA,desktop,iOS,success,1,543,payment_system,15.35,11,0,no,normal,13,normal
2026-04-19 06:36:43.816559,U5986,employee,200.178.124.206,Delhi-India,mobile,iOS,success,2,282,user_data,14.09,7,1,no,normal,36,normal
2026-04-19 06:59:12.816559,U5802,employee,40.7.135.74,Mumbai-India,mobile,Linux,failed,14,26,payment_system,226.34,191,1,yes,sql_injection,100,anomaly
2026-04-19 06:31:16.816559,U7515,admin,119.104.203.220,Delhi-India,server,Android,success,0,482,payment_system,12.96,5,0,no,normal,5,normal
2026-04-19 06:59:30.816559,U4138,admin,214.21.130.214,Mumbai-India,server,iOS,success,1,410,db_server,13.02,27,1,yes,normal,61,normal
2026-04-19 06:20:06.816559,U6414,guest,5.30.217.58,Delhi-India,desktop,iOS,success,2,259,api_gateway,11.58,20,0,no,normal,22,normal
2026-04-19 06:54:08.816559,U6934,guest,201.51.50.243,Mumbai-India,server,iOS,failed,1,383,internal_dashboard,12.53,29,1,no,normal,42,normal
2026-04-19 06:20:10.816559,U7446,admin,70.34.228.1,Delhi-India,server,iOS,success,1,119,payment_system,2.97,9,0,yes,normal,30,normal
2026-04-19 06:37:18.816559,U9315,guest,15.47.165.245,NY-USA,desktop,Linux,failed,12,14,payment_system,484.89,189,1,yes,brute_force,100,anomaly
2026-04-19 06:31:40.816559,U3747,guest,89.191.18.178,Berlin-Germany,mobile,Linux,failed,14,16,db_server,98.19,153,1,yes,malware,100,anomaly
2026-04-19 07:06:08.816559,U9013,admin,79.13.223.28,Berlin-Germany,server,iOS,failed,2,275,db_server,13.87,24,1,no,normal,44,normal
2026-04-19 06:54:48.816559,U8383,admin,49.129.72.171,Tokyo-Japan,desktop,Android,success,0,378,db_server,1.42,6,1,no,normal,23,normal
2026-04-19 07:06:28.816559,U5746,employee,153.119.70.129,NY-USA,desktop,Linux,failed,2,499,internal_dashboard,1.85,15,0,no,normal,17,normal
2026-04-19 06:14:35.816559,U3979,guest,9.62.82.137,NY-USA,desktop,Linux,failed,1,353,api_gateway,5.34,16,0,no,normal,14,normal
2026-04-19 06:26:12.816559,U5852,employee,3.246.254.11,Tokyo-Japan,server,iOS,success,0,436,internal_dashboard,10.67,9,1,no,normal,26,normal
2026-04-19 07:01:09.816559,U9692,employee,142.101.25.8,Pune-India,server,Android,failed,8,28,user_data,492.32,192,1,yes,brute_force,100,anomaly
2026-04-19 06:26:18.816559,U6158,employee,31.231.203.7,Pune-India,mobile,Windows,failed,0,227,internal_dashboard,6.35,23,0,no,normal,12,normal
2026-04-19 07:01:27.816559,U8329,admin,201.110.110.228,Mumbai-India,mobile,iOS,failed,13,25,payment_system,440.94,91,1,yes,brute_force,100,anomaly
2026-04-19 06:49:52.816559,U8086,guest,173.202.145.6,Pune-India,desktop,Android,failed,14,33,user_data,74.22,127,1,yes,malware,100,anomaly
2026-04-19 06:32:20.816559,U1003,guest,140.24.62.193,Berlin-Germany,server,Linux,success,0,299,api_gateway,18.54,20,0,no,normal,13,normal
2026-04-19 06:14:42.816559,U3593,guest,24.23.184.192,Pune-India,desktop,iOS,success,0,464,db_server,15.91,29,0,yes,normal,37,normal
2026-04-19 07:02:03.816559,U7031,guest,172.66.152.121,Berlin-Germany,mobile,Android,success,1,79,user_data,15.63,11,0,no,normal,13,normal
2026-04-19 06:44:24.816559,U2446,guest,251.225.70.42,Berlin-Germany,desktop,Android,failed,6,31,user_data,292.23,151,1,yes,malware,100,anomaly
2026-04-19 06:20:42.816559,U7527,guest,142.77.185.79,Mumbai-India,desktop,iOS,failed,14,56,user_data,103.62,55,1,yes,sql_injection,100,anomaly
2026-04-19 06:38:38.816559,U8220,guest,49.43.250.6,Delhi-India,mobile,iOS,success,0,516,db_server,17.39,14,0,no,normal,10,normal
2026-04-19 06:14:47.816559,U4975,employee,185.174.56.207,Tokyo-Japan,server,Windows,failed,0,336,internal_dashboard,14.17,15,1,no,normal,30,normal
